word,tag,number
القواعد,O,95719
الدولية,O,95720
.,O,95721
هي,O,95722
تريد,O,95723
استخدامها,O,95724
ولا,O,95725
أحد,O,95726
يستطيع,O,95727
أن,O,95728
يمنعها,O,95729
.,O,95730
"""",O,95732
كما,O,95733
قال,O,95734
إن,O,95735
رد,O,95736
إيران,B-LOC,95737
على,O,95738
عرض,O,95739
حوافز,O,95740
تسانده,O,95741
ست,O,95742
دول,O,95743
وضع,O,95744
إطار,O,95745
عمل,O,95746
لإجراء,O,95747
محادثات,O,95748
مما,O,95749
يتيح,O,95750
"""",O,95751
فرصة,O,95752
استثنائية,O,95753
"""",O,95754
لحل,O,95755
النزاع,O,95756
النووي,O,95757
.,O,95758
وأضاف,O,95760
أنه,O,95761
"""",O,95762
من,O,95763
غير,O,95764
المرجح,O,95765
"""",O,95766
أن,O,95767
يقوم,O,95768
مجلس,B-ORG,95769
الأمن,I-ORG,95770
الدولي,I-ORG,95771
بتحرك,O,95772
ضد,O,95773
إيران,B-LOC,95774
بسبب,O,95775
برنامجها,O,95776
النووي,O,95777
.,O,95778
وأوضح,O,95780
للصحفيين,O,95781
"""",O,95782
لقد,O,95783
قلنا,O,95784
كل,O,95785
شيء,O,95786
في,O,95787
الرد,O,95788
،,O,95789
واعتقد,O,95790
أن,O,95791
وقت,O,95792
استخدام,O,95793
أداة,O,95794
مجلس,B-ORG,95795
الأمن,I-ORG,95796
قد,O,95797
انتهى,O,95798
"""",O,95799
في,O,95800
إشارة,O,95801
إلى,O,95802
الرد,O,95803
الإيراني,O,95804
على,O,95805
مجموعة,O,95806
الحوافز,O,95807
التي,O,95808
قدمها,O,95809
الغرب,O,95810
لبلاده,O,95811
في,O,95812
مقابل,O,95813
تعليقها,O,95814
لعمليات,O,95815
تخصيب,O,95816
اليورانيوم,O,95817
.,O,95818
وتابع,O,95820
أحمدي,B-PERS,95821
نجاد,I-PERS,95822
"""",O,95823
أعتقد,O,95824
أن,O,95825
الفرصة,O,95826
التي,O,95827
منحتها,O,95828
إيران,B-LOC,95829
للأوروبيين,O,95830
استثنائية,O,95831
للغاية,O,95832
لحل,O,95833
كل,O,95834
القضايا,O,95835
العالقة,O,95836
بشكل,O,95837
منصف,O,95838
.,O,95839
وهذا,O,95841
بالطبع,O,95842
إذا,O,95843
كانوا,O,95844
يهتمون,O,95845
بالعدالة,O,95846
وآمل,O,95847
أن,O,95848
يكونوا,O,95849
كذلك,O,95850
"""",O,95851
.,O,95852
وقال,O,95854
إن,O,95855
الأمة,O,95856
الإيرانية,O,95857
لن,O,95858
تخضع,O,95859
للتهديد,O,95860
والترهيب,O,95861
منبها,O,95862
إلى,O,95863
أن,O,95864
إيران,B-LOC,95865
ستتخذ,O,95866
الإجراءات,O,95867
الضرورية,O,95868
بما,O,95869
يتلاءم,O,95870
مع,O,95871
التدابير,O,95872
التي,O,95873
ستلجأ,O,95874
إليها,O,95875
القوى,O,95876
الكبرى,O,95877
بمجلس,B-ORG,95878
الأمن,I-ORG,95879
.,O,95880
واقترح,O,95882
الرئيس,O,95883
الإيراني,O,95884
إجراء,O,95885
مناظرة,O,95886
تلفزيونية,O,95887
وغير,O,95888
خاضعة,O,95889
للرقابة,O,95890
على,O,95891
الهواء,O,95892
مع,O,95893
الرئيس,O,95894
الأمريكي,O,95895
جورج,B-PERS,95896
بوش,I-PERS,95897
لمناقشة,O,95898
الشؤون,O,95899
الدولية,O,95900
.,O,95901
وقال,O,95903
في,O,95904
المؤتمر,O,95905
الصحفي,O,95906
الذي,O,95907
انتقد,O,95908
فيه,O,95909
دور,O,95910
الولايات,B-LOC,95911
المتحدة,I-LOC,95912
وبريطانيا,B-LOC,95913
في,O,95914
العالم,O,95915
بعد,O,95916
الحرب,B-MISC,95917
العالمية,I-MISC,95918
الثانية,I-MISC,95919
"""",O,95920
اقترح,O,95921
أن,O,95922
نتحدث,O,95923
مع,O,95924
بوش,B-PERS,95925
،,O,95926
رئيس,O,95927
الولايات,B-LOC,95928
المتحدة,I-LOC,95929
،,O,95930
في,O,95931
مناظرة,O,95932
تلفزيونية,O,95933
مباشرة,O,95934
حول,O,95935
قضايا,O,95936
العالم,O,95937
وسبل,O,95938
الخروج,O,95939
من,O,95940
هذه,O,95941
المآزق,O,95942
.,O,95943
وسنعبر,O,95945
عن,O,95946
آرائنا,O,95947
ويعبرون,O,95948
هم,O,95949
عن,O,95950
آرائهم,O,95951
كذلك,O,95952
"""",O,95953
.,O,95954
وقال,O,95956
إن,O,95957
المناظرة,O,95958
يجب,O,95959
أن,O,95960
تكون,O,95961
"""",O,95962
غير,O,95963
خاضعة,O,95964
للرقابة,O,95965
،,O,95966
خصوصا,O,95967
بالنسبة,O,95968
للشعب,O,95969
الأمريكي,O,95970
"""",O,95971
.,O,95972
غير,O,95974
أن,O,95975
البيت,B-MISC,95976
الأبيض,I-MISC,95977
الأمريكي,O,95978
رفض,O,95979
هذا,O,95980
الاقتراح,O,95981
وقالت,O,95982
المتحدثة,O,95983
باسم,O,95984
البيت,B-MISC,95985
الأبيض,I-MISC,95986
دانا,B-PERS,95987
برينو,I-PERS,95988
"""",O,95989
الحديث,O,95990
عن,O,95991
مناظرة,O,95992
هو,O,95993
لمجرد,O,95994
تحويل,O,95995
الأنظار,O,95996
عن,O,95997
مشاعر,O,95998
القلق,O,95999
المشروعة,O,96000
التي,O,96001
لدى,O,96002
المجتمع,O,96003
الدولي,O,96004
وليس,O,96005
الولايات,B-LOC,96006
المتحدة,I-LOC,96007
وحدها,O,96008
إزاء,O,96009
سلوك,O,96010
إيران,B-LOC,96011
.,O,96012
.,O,96014
من,O,96015
مساندة,O,96016
للإرهاب,O,96017
إلى,O,96018
السعي,O,96019
لامتلاك,O,96020
قدرات,O,96021
لإنتاج,O,96022
أسلحة,O,96023
نووية,O,96024
.,O,96025
"""",O,96027
وذكر,O,96028
أن,O,96029
الولايات,B-LOC,96030
المتحدة,I-LOC,96031
وبريطانيا,B-LOC,96032
تسيئان,O,96033
استغلال,O,96034
وضعهما,O,96035
المتميز,O,96036
في,O,96037
النظام,O,96038
العالمي,O,96039
في,O,96040
أعقاب,O,96041
الحرب,B-MISC,96042
العالمية,I-MISC,96043
الثانية,I-MISC,96044
.,O,96045
وقال,O,96047
"""",O,96048
نعتقد,O,96049
أن,O,96050
الامتيازات,O,96051
الخاصة,O,96052
التي,O,96053
تتمتع,O,96054
بها,O,96055
أمريكا,B-LOC,96056
وبريطانيا,B-LOC,96057
اليوم,O,96058
هي,O,96059
أصل,O,96060
كل,O,96061
الاضطرابات,O,96062
في,O,96063
العالم,O,96064
.,O,96065
"""",O,96067
وأضاف,O,96068
"""",O,96069
ألم,O,96070
يحن,O,96071
الوقت,O,96072
لتؤسس,O,96073
العلاقات,O,96074
الدولية,O,96075
على,O,96076
الديمقراطية,O,96077
وتساوي,O,96078
الدول,O,96079
في,O,96080
الحقوق,O,96081
.,O,96082
"""",O,96084
وكان,O,96085
قد,O,96086
وجه,O,96087
انتقادات,O,96088
مماثلة,O,96089
للنظام,O,96090
العالمي,O,96091
في,O,96092
رسالة,O,96093
بعث,O,96094
بها,O,96095
في,O,96096
الآونة,O,96097
الأخيرة,O,96098
إلى,O,96099
المستشارة,O,96100
الألمانية,O,96101
إنجيلا,B-PERS,96102
ميركل,I-PERS,96103
أشار,O,96104
فيها,O,96105
إلى,O,96106
أن,O,96107
إيران,B-LOC,96108
وألمانيا,B-LOC,96109
ضحيتان,O,96110
"""",O,96111
لطغيان,O,96112
"""",O,96113
المنتصرين,O,96114
في,O,96115
الحرب,B-MISC,96116
العالمية,I-MISC,96117
الثانية,I-MISC,96118
وحذرت,O,96119
واشنطن,B-LOC,96120
،,O,96121
التي,O,96122
كانت,O,96123
ترفض,O,96124
دائما,O,96125
استبعاد,O,96126
اللجوء,O,96127
إلى,O,96128
القوة,O,96129
ضد,O,96130
إيران,B-LOC,96131
،,O,96132
من,O,96133
انه,O,96134
قد,O,96135
يتخذ,O,96136
قرار,O,96137
بفرض,O,96138
عقوبات,O,96139
على,O,96140
طهران,B-LOC,96141
خارج,O,96142
إطار,O,96143
مجلس,B-ORG,96144
الأمن,I-ORG,96145
.,O,96146
وفي,O,96148
مرحلة,O,96149
أولى,O,96150
،,O,96151
قد,O,96152
تطال,O,96153
العقوبات,O,96154
تجميد,O,96155
الأصول,O,96156
في,O,96157
الخارج,O,96158
أو,O,96159
فرض,O,96160
قيود,O,96161
على,O,96162
سفر,O,96163
مسؤولين,O,96164
إيرانيين,O,96165
.,O,96166
ويستبعد,O,96168
فرض,O,96169
حظر,O,96170
اقتصادي,O,96171
قد,O,96172
يطال,O,96173
القطاع,O,96174
النفطي,O,96175
في,O,96176
إيران,B-LOC,96177
التي,O,96178
تملك,O,96179
رابع,O,96180
احتياطي,O,96181
نفطي,O,96182
عالمي,O,96183
.,O,96184
كما,O,96186
قال,O,96187
الرئيس,O,96188
الإيراني,O,96189
الذي,O,96190
وصف,O,96191
إسرائيل,B-LOC,96192
العام,O,96193
الماضي,O,96194
بأنها,O,96195
"""",O,96196
ورم,O,96197
خبيث,O,96198
"""",O,96199
،,O,96200
أن,O,96201
إيران,B-LOC,96202
تريد,O,96203
أن,O,96204
"""",O,96205
يتم,O,96206
استئصال,O,96207
جذور,O,96208
التوتر,O,96209
"""",O,96210
في,O,96211
الشرق,B-LOC,96212
الأوسط,I-LOC,96213
.,O,96214
وأضاف,O,96216
"""",O,96217
موقفنا,O,96218
حول,O,96219
الشرق,B-LOC,96220
الأوسط,I-LOC,96221
واضح,O,96222
.,O,96223
نريد,O,96224
أن,O,96225
يتم,O,96226
استئصال,O,96227
جذور,O,96228
التوتر,O,96229
"""",O,96230
.,O,96231
وتساءل,O,96233
"""",O,96234
خلال,O,96235
السنوات,O,96236
الستين,O,96237
الأخيرة,O,96238
ما,O,96239
هي,O,96240
جذور,O,96241
المجازر,O,96242
والجرائم,O,96243
والنزاعات,O,96244
"""",O,96245
في,O,96246
إشارة,O,96247
إلى,O,96248
قيام,O,96249
دولة,O,96250
إسرائيل,B-LOC,96251
في,O,96252
العام,O,96253
1948,O,96254
.,O,96255
وتابع,O,96257
يقول,O,96258
"""",O,96259
الحل,O,96260
واضح,O,96261
ولم,O,96262
يتغير,O,96263
شيء,O,96264
"""",O,96265
في,O,96266
هذا,O,96267
الخصوص,O,96268
.,O,96269
الدوحة,B-LOC,96271
-,O,96272
الراية,B-ORG,96273
:,O,96274
يشارك,O,96275
الاعلامي,O,96276
البارز,O,96277
تيم,B-PERS,96278
سيباستيان,I-PERS,96279
في,O,96280
مؤتمر,B-MISC,96281
القيادة,I-MISC,96282
والريادة,I-MISC,96283
في,O,96284
الشرق,B-LOC,96285
الأوسط,I-LOC,96286
الذي,O,96287
تنظمه,O,96288
كيوتل,B-ORG,96289
في,O,96290
سبتمبر,O,96291
الجاري,O,96292
وهو,O,96293
ليس,O,96294
غريبا,O,96295
عن,O,96296
الشرق,B-LOC,96297
الأوسط,I-LOC,96298
.,O,96299
فعلي,O,96301
مدي,O,96302
ما,O,96303
يقرب,O,96304
من,O,96305
25,O,96306
عاما,O,96307
،,O,96308
قام,O,96309
سيباستيان,B-PERS,96310
بأول,O,96311
زيارة,O,96312
صحفية,O,96313
له,O,96314
إلي,O,96315
لبنان,B-LOC,96316
.,O,96317
ومنذ,O,96319
ذلك,O,96320
الوقت,O,96321
زار,O,96322
المنطقة,O,96323
مرات,O,96324
عديدة,O,96325
وقام,O,96326
بالعديد,O,96327
من,O,96328
الأدوار,O,96329
كصحفي,O,96330
وأعلامي,O,96331
عمل,O,96332
مع,O,96333
عدد,O,96334
من,O,96335
الأشخاص,O,96336
الذين,O,96337
يتمتعون,O,96338
بقدر,O,96339
كبير,O,96340
من,O,96341
النفوذ,O,96342
والأهمية,O,96343
.,O,96344
والآن,O,96346
يتزايد,O,96347
الطلب,O,96348
علي,O,96349
الاستفادة,O,96350
من,O,96351
خبرات,O,96352
السيد,O,96353
سيباستيان,B-PERS,96354
ومهاراته,O,96355
ومعرفته,O,96356
كمدير,O,96357
للحوارات,O,96358
ومضيف,O,96359
للعديد,O,96360
من,O,96361
النشاطات,O,96362
والبرامج,O,96363
المهمة,O,96364
مثل,O,96365
مناظرات,O,96366
الدوحة,B-LOC,96367
والعديد,O,96368
من,O,96369
المؤتمرات,O,96370
المرموقة,O,96371
وحلقات,O,96372
النقاش,O,96373
.,O,96374
وقد,O,96376
عمل,O,96377
تيم,B-PERS,96378
سيباستيان,I-PERS,96379
كمقدم,O,96380
تلفزيوني,O,96381
ومقدم,O,96382
لبرنامج,O,96383
هارد,B-MISC,96384
توك,I-MISC,96385
الذي,O,96386
تبثه,O,96387
هيئة,B-ORG,96388
البريطانية,I-ORG,96390
(,O,96391
بي,B-ORG,96392
بي,I-ORG,96393
سي,I-ORG,96394
),O,96395
.,O,96396
وعاد,O,96398
إلي,O,96399
الشرق,B-LOC,96400
الأوسط,I-LOC,96401
ليعمل,O,96402
مقدما,O,96403
ومديرا,O,96404
لمؤتمر,O,96405
عالي,O,96406
المستوي,O,96407
يعقد,O,96408
في,O,96409
الدوحة,B-LOC,96410
في,O,96411
12,O,96412
سبتمبر,O,96413
.,O,96414
ويستقطب,O,96416
مؤتمر,B-MISC,96417
القيادة,I-MISC,96418
الذي,O,96419
يقتصر,O,96420
حضوره,O,96421
علي,O,96422
المدعويين,O,96423
فقط,O,96424
،,O,96425
عددا,O,96426
من,O,96427
كبار,O,96428
المدراء,O,96429
التنفيذيين,O,96430
من,O,96431
شركات,O,96432
من,O,96433
أكثر,O,96434
من,O,96435
50,O,96436
بلدا,O,96437
في,O,96438
مجلس,B-ORG,96439
التعاون,I-ORG,96440
الخليجي,I-ORG,96441
وسنغافورة,B-LOC,96442
واليابان,B-LOC,96443
وأوروبا,B-LOC,96444
والولايات,B-LOC,96445
المتحدة,I-LOC,96446
.,O,96447
وعلق,O,96449
تيم,B-PERS,96450
سيباستيان,I-PERS,96451
علي,O,96452
ذلك,O,96453
بالقول,O,96454
"""",O,96455
تُظهر,O,96456
قطر,B-LOC,96457
بشكل,O,96458
متزايد,O,96459
استعدادها,O,96460
لتولي,O,96461
القيادة,O,96462
في,O,96463
دفع,O,96464
التغيير,O,96465
وتسليط,O,96466
الأضواء,O,96467
علي,O,96468
الشرق,B-LOC,96469
الأوسط,I-LOC,96470
.,O,96471
وتعتبر,O,96473
سلسلة,O,96474
مناظرات,O,96475
الدوحة,B-LOC,96476
تاريخية,O,96477
بحق,O,96478
،,O,96479
وقد,O,96480
بدأنا,O,96481
نلمس,O,96482
تغييرا,O,96483
إيجابيا,O,96484
وبناءً,O,96485
في,O,96486
كافة,O,96487
أنحاء,O,96488
المنطقة,O,96489
"""",O,96490
.,O,96491
وأضاف,O,96493
"""",O,96494
وفي,O,96495
الوقت,O,96496
ذاته,O,96497
،,O,96498
هناك,O,96499
إدراك,O,96500
ووعي,O,96501
بصعوبة,O,96502
التغيير,O,96503
وأن,O,96504
هذا,O,96505
التغيير,O,96506
يجب,O,96507
أن,O,96508
يحدث,O,96509
في,O,96510
نطاق,O,96511
واسع,O,96512
من,O,96513
الاقتصاد,O,96514
والصناعة,O,96515
وبشكل,O,96516
خاص,O,96517
في,O,96518
الثقافة,O,96519
.,O,96520
إلا,O,96522
أن,O,96523
التغيير,O,96524
قد,O,96525
بدأ,O,96526
،,O,96527
وهذا,O,96528
المؤتمر,O,96529
سيسهم,O,96530
بلا,O,96531
شك,O,96532
بشكل,O,96533
فعال,O,96534
في,O,96535
التقدم,O,96536
"""",O,96537
.,O,96538
وقال,O,96540
الدكتور,O,96541
ناصر,B-PERS,96542
معرفية,I-PERS,96543
الرئيس,O,96544
التنفيذي,O,96545
لكيوتل,B-ORG,96546
"""",O,96547
يسرنا,O,96548
ويزيد,O,96549
من,O,96550
فخرنا,O,96551
واعتزازنا,O,96552
أن,O,96553
نعقد,O,96554
هذا,O,96555
المؤتمر,O,96556
في,O,96557
الدوحة,B-LOC,96558
خاصة,O,96559
في,O,96560
وقت,O,96561
تزداد,O,96562
فيه,O,96563
آفاق,O,96564
كيوتل,B-ORG,96565
للنمو,O,96566
والتوسع,O,96567
في,O,96568
المنطقة,O,96569
وتأمل,O,96570
فيه,O,96571
الشركة,O,96572
في,O,96573
احتلال,O,96574
دور,O,96575
القيادة,O,96576
لهذا,O,96577
السوق,O,96578
"""",O,96579
.,O,96580
وأضاف,O,96582
"""",O,96583
إن,O,96584
مدير,O,96585
المؤتمر,O,96586
والمتحدثين,O,96587
فيه,O,96588
هم,O,96589
شخصيات,O,96590
مرموقة,O,96591
جدا,O,96592
في,O,96593
عالم,O,96594
الأعمال,O,96595
والقطاع,O,96596
الأكاديمي,O,96597
،,O,96598
كما,O,96599
أنهم,O,96600
يشكلون,O,96601
خليطا,O,96602
من,O,96603
المهارات,O,96604
والخبرات,O,96605
التي,O,96606
تعد,O,96607
بمؤتمر,O,96608
مهم,O,96609
"""",O,96610
.,O,96611
وتابع,O,96613
"""",O,96614
ويشارك,O,96615
في,O,96616
المؤتمر,O,96617
خبراء,O,96618
من,O,96619
قطاع,O,96620
التصنيع,O,96621
والإعلام,O,96622
العربي,O,96623
وقطاع,O,96624
الخدمات,O,96625
وإحدي,O,96626
أهم,O,96627
مدارس,O,96628
الأعمال,O,96629
في,O,96630
العالم,O,96631
،,O,96632
ومعلق,O,96633
بارز,O,96634
حول,O,96635
قطاع,O,96636
الاتصالات,O,96637
اليوم,O,96638
،,O,96639
وبالطبع,O,96640
سيدير,O,96641
المؤتمر,O,96642
أحد,O,96643
أهم,O,96644
الشخصيات,O,96645
العالمية,O,96646
الشهيرة,O,96647
الذي,O,96648
سيعمل,O,96649
علي,O,96650
أن,O,96651
يكون,O,96652
المؤتمر,O,96653
إيجابيا,O,96654
.,O,96655
وقد,O,96657
لقينا,O,96658
استجابة,O,96659
عظيمة,O,96660
للدعوات,O,96661
التي,O,96662
وجهناها,O,96663
من,O,96664
الخليج,B-LOC,96665
ومناطق,O,96666
أخري,O,96667
من,O,96668
آسيا,B-LOC,96669
.,O,96670
إن,O,96672
هذا,O,96673
المؤتمر,O,96674
يمتلك,O,96675
كافة,O,96676
المقومات,O,96677
ليكون,O,96678
حدثا,O,96679
تاريخيا,O,96680
بالنسبة,O,96681
لكيوتل,B-ORG,96682
وقطر,B-LOC,96683
والشرق,B-LOC,96684
الأوسط,I-LOC,96685
"""",O,96686
.,O,96687
وسيتمحور,O,96689
المؤتمر,O,96690
علي,O,96691
خمسة,O,96692
متحدثين,O,96693
رئيسسيين,O,96694
هم,O,96695
:,O,96696
طارق,B-PERS,96697
سويدان,I-PERS,96698
المدير,O,96699
العام,O,96700
لقناة,B-ORG,96701
الرسالة,I-ORG,96702
الفضائية,I-ORG,96703
،,O,96704
وريكاردو,B-PERS,96705
سيملر,I-PERS,96706
رئيس,O,96707
سيمكو,B-ORG,96708
في,O,96709
المملكة,B-LOC,96710
العربية,I-LOC,96711
السعودية,I-LOC,96712
،,O,96713
وليستير,B-PERS,96714
ثورو,I-PERS,96715
أستاذ,O,96716
في,O,96717
كلية,B-ORG,96718
سلون,I-ORG,96719
للإدارة,I-ORG,96720
في,O,96721
معهد,B-ORG,96722
ماساشوستس,I-ORG,96723
للتكنولوجيا,I-ORG,96724
،,O,96725
ولاري,B-PERS,96726
هوشمان,I-PERS,96727
المدير,O,96728
السابق,O,96729
للخطوط,B-ORG,96730
الجوية,I-ORG,96731
البريطانية,I-ORG,96732
،,O,96733
وكانديس,B-PERS,96734
جونسون,I-PERS,96735
الخبيرة,O,96736
في,O,96737
مجال,O,96738
الاتصالات,O,96739
والمتعهدة,O,96740
في,O,96741
مجال,O,96742
الإعلام,O,96743
.,O,96744
وقال,O,96746
سيباستيان,B-PERS,96747
"""",O,96748
لقد,O,96749
عملت,O,96750
شخصيا,O,96751
مع,O,96752
بعض,O,96753
المتحدثين,O,96754
وسمعت,O,96755
الكثير,O,96756
من,O,96757
الإشادة,O,96758
بهم,O,96759
والمديح,O,96760
لهم,O,96761
.,O,96762
ومن,O,96764
المؤكد,O,96765
انهم,O,96766
سيمتعون,O,96767
الحضور,O,96768
بحديثهم,O,96769
وفي,O,96770
بعض,O,96771
الأحيان,O,96772
بأساليبهم,O,96773
غير,O,96774
التقليدية,O,96775
لعرض,O,96776
أفكارهم,O,96777
.,O,96778
فهم,O,96780
لا,O,96781
يخشون,O,96782
من,O,96783
التعبير,O,96784
عن,O,96785
آرائهم,O,96786
،,O,96787
وأنا,O,96788
متأكد,O,96789
من,O,96790
أن,O,96791
رؤيتهم,O,96792
وأفكارهم,O,96793
ستثير,O,96794
اهتمام,O,96795
الوفود,O,96796
المشاركة,O,96797
في,O,96798
المناقشات,O,96799
"""",O,96800
.,O,96801
وتتميز,O,96803
أفكار,O,96804
سيباستيان,B-PERS,96805
بشأن,O,96806
القيادة,O,96807
في,O,96808
الشرق,B-LOC,96809
الأوسط,I-LOC,96810
بالصراحة,O,96811
،,O,96812
ويقول,O,96813
"""",O,96814
هناك,O,96815
العديد,O,96816
من,O,96817
التحديات,O,96818
التي,O,96819
تواجه,O,96820
قادة,O,96821
اليوم,O,96822
والغد,O,96823
.,O,96824
وسيبحث,O,96826
المشاركون,O,96827
فكرة,O,96828
(,O,96829
تقرير,O,96830
سابق,O,96831
للامم,B-ORG,96832
المتحدة,I-ORG,96833
قال,O,96834
ان,O,96835
العالم,O,96836
العربي,O,96837
قد,O,96838
خاطر,O,96839
بإضاعة,O,96840
الفرصة,O,96841
في,O,96842
اللحاق,O,96843
بركب,O,96844
المستقبل,O,96845
في,O,96846
عدد,O,96847
من,O,96848
المجالات,O,96849
الرئيسية,O,96850
-,O,96851
كيف,O,96852
يمكن,O,96853
لمؤتمرنا,O,96854
هذا,O,96855
لحاق,O,96856
العالم,O,96857
العربي,O,96858
بالركب,O,96859
في,O,96860
المستقبل,O,96861
؟,O,96862
),O,96863
"""",O,96864
وأضاف,O,96865
"""",O,96866
لا,O,96867
نريد,O,96868
من,O,96869
الوفود,O,96870
المشاركة,O,96871
أن,O,96872
تكتفي,O,96873
بالاستماع,O,96874
إلي,O,96875
المحاضرات,O,96876
التي,O,96877
سيلقيها,O,96878
هؤلاء,O,96879
الأكاديميون,O,96880
الكبار,O,96881
.,O,96882
إن,O,96884
المشاركين,O,96885
في,O,96886
هذا,O,96887
المؤتمر,O,96888
هم,O,96889
المؤثرون,O,96890
الرئيسيون,O,96891
الذين,O,96892
يشكلون,O,96893
الرأي,O,96894
في,O,96895
عالم,O,96896
الأعمال,O,96897
اليوم,O,96898
.,O,96899
وهؤلاء,O,96901
هم,O,96902
من,O,96903
سيعملون,O,96904
علي,O,96905
ترقية,O,96906
الاقتصاد,O,96907
والصناعة,O,96908
في,O,96909
المنطقة,O,96910
ويحدثون,O,96911
التغيير,O,96912
.,O,96913
نريد,O,96915
أن,O,96916
نفتح,O,96917
حوارا,O,96918
ونبدأ,O,96919
طريقة,O,96920
جديدة,O,96921
ومبتكرة,O,96922
للتفكير,O,96923
.,O,96924
ونريد,O,96926
من,O,96927
الحاضرين,O,96928
التعلم,O,96929
من,O,96930
خلال,O,96931
المشاركة,O,96932
في,O,96933
الرؤي,O,96934
والأفكار,O,96935
ونأمل,O,96936
أن,O,96937
يتمكنوا,O,96938
من,O,96939
تطوير,O,96940
أفكار,O,96941
واستراتيجيات,O,96942
يستطيعون,O,96943
تطبيقها,O,96944
"""",O,96945
.,O,96946
لقد,O,96948
أثار,O,96949
مفهوم,O,96950
"""",O,96951
القيادة,O,96952
"""",O,96953
اهتمام,O,96954
الجنس,O,96955
البشري,O,96956
منذ,O,96957
بدء,O,96958
الزمان,O,96959
.,O,96960
إلا,O,96962
أن,O,96963
هذا,O,96964
المفهوم,O,96965
لا,O,96966
يزال,O,96967
متواجدا,O,96968
.,O,96969
فكل,O,96970
أطياف,O,96971
المجتمع,O,96972
تتطلب,O,96973
قادة,O,96974
وعالم,O,96975
الأعمال,O,96976
بشكل,O,96977
خاص,O,96978
يشهد,O,96979
تغيرا,O,96980
سريعا,O,96981
للغاية,O,96982
.,O,96983
ويعلق,O,96985
تيم,O,96986
سيباستيان,B-PERS,96987
علي,O,96988
ذلك,O,96989
بالقول,O,96990
"""",O,96991
إن,O,96992
شركاتFortune,O,96993
500,O,96994
تعاني,O,96995
من,O,96996
إصابة,O,96997
نحو,O,96998
40%,O,96999
من,O,97000
المدراء,O,97001
التنفيذيين,O,97002
من,O,97003
الإرهاق,O,97004
واستنفاد,O,97005
طاقتهم,O,97006
.,O,97007
والسبب,O,97009
في,O,97010
ذلك,O,97011
حسب,O,97012
اعتقادي,O,97013
هو,O,97014
عدم,O,97015
قدرة,O,97016
هؤلاء,O,97017
علي,O,97018
التكيف,O,97019
مع,O,97020
الظروف,O,97021
بشكل,O,97022
فعال,O,97023
أو,O,97024
بالسرعة,O,97025
اللازمة,O,97026
"""",O,97027
.,O,97028
ويضيف,O,97030
"""",O,97031
ولكن,O,97032
الفشل,O,97033
بحد,O,97034
ذاته,O,97035
ليس,O,97036
أمرا,O,97037
سيئا,O,97038
.,O,97039
إن,O,97041
عددا,O,97042
من,O,97043
أعظم,O,97044
قادتنا,O,97045
قد,O,97046
"""",O,97047
فشلوا,O,97048
"""",O,97049
في,O,97050
مرحلة,O,97051
من,O,97052
مراحل,O,97053
حياتهم,O,97054
المهنية,O,97055
.,O,97056
فلننظر,O,97058
الي,O,97059
ريتشارد,B-PERS,97060
برانسون,I-PERS,97061
أو,O,97062
بيل,B-PERS,97063
غيتس,I-PERS,97064
أو,O,97065
ستيف,B-PERS,97066
جوبس,I-PERS,97067
علي,O,97068
سبيل,O,97069
المثال,O,97070
.,O,97071
لقد,O,97073
تعثر,O,97074
هؤلاء,O,97075
وسقطوا,O,97076
في,O,97077
مرحلة,O,97078
من,O,97079
مراحل,O,97080
حياتهم,O,97081
المهنية,O,97082
اللامعة,O,97083
،,O,97084
إلا,O,97085
أنهم,O,97086
تغلبوا,O,97087
علي,O,97088
أخطائهم,O,97089
وواصلوا,O,97090
العمل,O,97091
ليحققوا,O,97092
النجاح,O,97093
.,O,97094
إن,O,97096
القادة,O,97097
الحقيقيين,O,97098
يظهرون,O,97099
مرونة,O,97100
واستعدادا,O,97101
للتغيير,O,97102
والتكيف,O,97103
لبيئات,O,97104
الأعمال,O,97105
الدائمة,O,97106
التغير,O,97107
.,O,97108
إن,O,97110
المشاركين,O,97111
في,O,97112
هذا,O,97113
المؤتمر,O,97114
سيكتسبون,O,97115
المعرفة,O,97116
القيمة,O,97117
التي,O,97118
ستساعدهم,O,97119
علي,O,97120
فهم,O,97121
خريطة,O,97122
عالم,O,97123
الأعمال,O,97124
المتغيرة,O,97125
بشكل,O,97126
أفضل,O,97127
عادل,B-PERS,97128
إمام,I-PERS,97129
:,O,97130
لم,O,97131
يغازل,O,97132
غرباً,O,97133
ولا,O,97134
شرقاً,O,97135
.,O,97136
.,O,97138
وحصل,O,97139
على,O,97140
نوبل,B-MISC,97141
وهو,O,97142
على,O,97143
المقهي,O,97144
عادل,B-PERS,97145
إمام,I-PERS,97146
حوار,O,97147
:,O,97148
حسام,B-PERS,97149
عبدالبصير,I-PERS,97150
ما,O,97151
الذى,O,97152
يغرى,O,97153
من,O,97154
جعل,O,97155
للورق,O,97156
قيمة,O,97157
وللحبر,O,97158
جدوى,O,97159
في,O,97160
أن,O,97161
نمطره,O,97162
بملايين,O,97163
الكلمات,O,97164
إطراء,O,97165
.,O,97166
.,O,97168
وما,O,97169
الذى,O,97170
لا,O,97171
يدفع,O,97172
شعبا,O,97173
غالبية,O,97174
أهله,O,97175
من,O,97176
الأميين,O,97177
أن,O,97178
يفرح,O,97179
كل,O,97180
هذا,O,97181
الفرح,O,97182
